employee_id,job_level,job_function,region,age,is_promo,is_men,perf_rank,tenure
2020,I4,CXI,US4,33.3,0,0,5,2.6
2025,T6,S&O,US3,27.1,0,1,4,2.5
2026,I4,CXI,US3,33.0,0,0,4,1.8
2027,I6,G&A,US2,30.3,0,1,3,2.0
2028,T8,CXI,US1,30.5,0,0,5,2.6
2031,I6,Product,US1,29.6,0,1,3,2.1
2032,I5,Engineering,US1,34.2,0,1,4,1.7
2034,I6,Engineering,US3,31.3,0,1,4,2.1
2036,T6,Engineering,US1,31.7,0,1,3,2.6
2037,T9,Engineering,US1,33.0,0,1,4,2.6
2041,T7,CXI,US1,27.3,0,1,3,2.6
2042,I4,Engineering,US2,31.3,0,1,3,1.2
2043,I6,Engineering,US1,35.0,0,1,3,2.6
2044,I5,Engineering,US4,32.9,0,1,3,2.1
2045,I6,S&O,US4,30.9,0,1,3,1.2
2047,T6,S&O,US2,28.2,0,1,3,2.1
2048,T6,CXI,US1,28.9,0,0,3,2.1
2051,T8,Engineering,US2,27.4,1,1,3,2.5
2053,T6,S&O,US1,29.9,0,1,4,2.6
2055,I4,S&O,US4,31.0,0,0,3,1.6
2058,I7,Engineering,US2,32.1,0,1,4,1.5
2059,I5,G&A,US2,29.5,0,1,3,2.0
2062,I5,G&A,US2,32.2,0,0,3,1.3
2064,I6,Sales,US1,33.2,0,0,3,2.6
2066,I6,Engineering,US3,33.7,0,1,3,1.8
2069,I7,Product,US1,28.5,0,1,4,1.0
2070,I7,Engineering,US2,30.8,0,1,4,2.6
2073,I5,Engineering,US4,30.2,0,0,3,1.4
2074,T8,Product,US3,31.4,0,1,3,2.5
2076,I5,S&O,US1,33.1,0,0,3,2.0
2077,I6,G&A,US2,30.3,0,0,3,2.0
2078,T7,Sales,US2,33.9,0,0,3,2.1
2079,T8,G&A,US2,33.9,0,1,3,1.8
2080,I6,S&O,US2,30.7,0,1,4,1.2
2081,T7,Sales,US2,32.5,0,1,3,2.0
2083,I6,G&A,US1,31.7,0,0,3,1.8
2090,I7,Engineering,US1,31.4,0,1,3,2.6
2091,T8,Sales,US4,34.4,0,0,4,1.3
2093,I4,S&O,US1,30.1,0,0,3,1.5
2094,I4,Engineering,US1,31.0,0,1,4,2.5
2095,T9,Sales,US2,31.2,0,1,4,2.5
2098,I4,Sales,US2,30.8,0,1,3,1.6
2100,T7,G&A,US3,30.7,0,0,3,2.6
2101,I4,Sales,US4,34.9,0,0,4,3.5
2102,T6,Engineering,US1,27.4,0,1,3,2.0
2103,T8,Sales,US2,34.6,0,0,3,2.6
2104,I6,Product,US3,28.2,0,1,3,2.5
2106,I6,S&O,US2,34.2,0,0,3,2.0
2107,I6,Engineering,US3,31.0,0,1,4,2.6
2113,T8,Sales,US2,34.0,0,0,4,1.7
2114,T8,S&O,US3,31.7,0,1,3,1.6
2115,I6,Product,US1,29.9,0,1,3,2.5
2116,I5,CXI,US1,29.6,0,0,3,2.1
2117,I7,Sales,US2,33.0,0,0,5,1.1
2119,I6,G&A,US3,27.7,0,0,4,2.5
2121,T8,G&A,US3,33.3,0,0,4,4.6
2123,I6,Sales,US4,30.4,0,1,3,3.6
2124,I5,G&A,US4,30.5,0,0,5,1.4
2129,I5,Product,US3,27.7,0,1,4,1.2
2130,I5,Sales,US1,28.8,0,0,3,2.0
2131,I6,Engineering,US1,32.2,0,0,3,1.0
2134,I4,S&O,US1,31.7,0,0,5,2.6
2135,T6,Sales,US2,30.3,0,0,3,3.6
2136,T8,Engineering,US1,31.1,1,1,3,2.1
2138,I7,Product,US1,33.4,0,0,5,2.0
2139,I7,S&O,US2,29.4,0,0,3,2.1
2146,I4,G&A,US1,28.3,0,0,4,2.6
2147,T7,S&O,US1,29.2,0,0,3,1.5
2150,T7,CXI,US1,27.3,1,0,3,2.1
2151,I7,G&A,US1,34.8,0,0,4,2.6
2155,I4,Engineering,US1,33.2,0,1,4,1.1
2156,T6,G&A,US1,33.8,0,0,3,1.6
2158,I5,S&O,US1,34.1,0,1,3,3.6
2163,I6,CXI,US2,31.0,0,0,3,2.1
2164,T6,CXI,US1,27.9,0,0,4,1.3
2165,I4,Engineering,US2,27.0,0,0,4,2.6
2166,I4,Engineering,US2,29.6,1,1,4,2.6
2171,T7,Sales,US2,28.9,0,0,4,2.5
2172,I5,Engineering,US3,31.1,0,0,4,2.5
2176,T6,Engineering,US1,34.1,0,1,3,2.6
2177,I4,G&A,US2,27.3,0,0,3,2.6
2180,T8,Engineering,US2,34.3,0,1,3,1.8
2181,I4,CXI,US1,34.0,0,1,3,2.6
2183,I4,S&O,US1,32.0,0,0,3,2.1
2185,I7,Product,US1,30.0,0,1,4,1.0
2188,T7,Sales,US2,27.4,0,0,4,2.6
2190,I5,Engineering,US2,34.8,1,1,3,2.0
2194,T7,CXI,US3,29.5,0,0,3,1.3
2196,I4,Engineering,US1,29.3,0,1,5,2.5
2198,T6,Engineering,US2,30.5,0,0,4,2.5
2199,I5,Engineering,US2,34.7,0,1,4,1.1
2200,I5,Product,US2,31.4,0,1,5,3.6
2203,T6,CXI,US1,30.5,0,0,3,2.6
2204,I4,Engineering,US3,31.3,0,1,4,1.6
2205,I4,Engineering,US2,35.0,0,1,3,2.6
2207,T6,G&A,US2,31.0,0,1,4,1.1
2208,T6,S&O,US1,32.5,1,1,4,3.6
2209,I7,Sales,US1,28.2,0,1,3,2.1
2211,T6,G&A,US1,29.6,0,0,3,2.0
2213,I6,Engineering,US1,32.4,0,0,4,1.2
2214,T6,CXI,US3,34.7,0,1,3,1.8
2215,I6,S&O,US1,29.5,0,1,5,1.3
2216,T9,Product,US1,30.2,0,1,3,2.5
2217,I5,Product,US3,27.8,0,1,3,2.1
2218,I4,S&O,US1,28.5,0,0,4,1.3
2219,T8,Engineering,US1,31.6,0,1,5,1.1
2220,I5,G&A,US1,34.5,0,0,5,1.6
2221,T9,S&O,US3,29.0,0,0,3,1.0
2222,I5,Engineering,US1,33.2,0,1,3,1.7
2224,I7,Sales,US2,32.4,0,1,5,3.6
2225,T9,Product,US3,27.1,0,1,3,1.1
2226,I7,Product,US2,29.8,0,1,4,4.6
2227,T8,G&A,US2,30.9,0,0,4,1.5
2228,I4,S&O,US1,28.1,0,0,3,1.9
2231,T8,Product,US1,30.5,0,1,3,2.1
2232,I5,Product,US1,30.4,0,0,4,1.7
2234,I4,Product,US2,28.2,0,1,3,2.0
2237,I5,Engineering,US4,32.4,0,1,4,2.5
2238,T6,Engineering,US3,32.7,0,1,4,1.7
2241,I7,Sales,US1,27.3,0,0,4,1.4
2242,T8,Sales,US2,33.5,1,1,4,2.6
2248,I4,Engineering,US4,28.9,0,0,3,2.5
2250,I5,Sales,US2,33.8,0,1,4,2.5
2251,I5,G&A,US1,32.4,1,0,5,3.5
2252,I6,Engineering,US1,31.3,1,1,3,2.0
2253,I5,CXI,US2,32.8,0,0,4,3.5
2254,I6,G&A,US2,30.1,1,0,4,2.6
2259,T8,G&A,US1,30.4,0,1,3,2.1
2261,I5,G&A,US1,27.5,0,0,5,3.5
2262,I4,S&O,US1,27.2,0,0,5,3.5
2263,T6,S&O,US2,32.0,0,1,3,2.6
2265,I5,CXI,US2,31.6,0,0,3,4.6
2267,T6,Sales,US3,30.1,1,0,4,3.6
2268,I4,Sales,US1,30.1,0,0,3,2.1
2270,T7,CXI,US2,33.4,0,0,3,4.6
2272,T6,Engineering,US2,33.7,0,1,3,2.0
2276,T7,CXI,US2,33.8,0,0,4,2.5
2278,I5,Engineering,US3,28.6,0,0,4,2.6
2279,T6,CXI,US1,33.6,0,1,3,1.9
2280,I6,Engineering,US1,33.8,0,1,4,2.6
2282,I6,CXI,US1,27.1,1,0,4,2.6
2283,T8,Engineering,US1,30.0,1,1,4,3.5
2284,I5,CXI,US1,30.5,0,0,3,1.4
2286,I7,S&O,US2,31.3,0,1,3,2.5
2287,I5,S&O,US3,28.3,0,0,5,2.6
2297,I5,S&O,US2,27.5,0,1,3,2.6
2300,T6,Engineering,US3,32.5,1,1,4,3.6
2303,I4,CXI,US3,34.4,0,0,3,2.5
2304,T6,Engineering,US3,30.9,0,1,4,4.6
2308,T8,S&O,US3,34.5,0,1,3,2.1
2309,T6,Engineering,US4,32.3,0,1,3,2.5
2310,I4,Product,US1,29.6,0,1,3,1.2
2311,I4,Sales,US1,32.9,0,1,3,2.0
2316,T8,Product,US1,32.4,0,0,3,1.9
2318,I6,Engineering,US1,28.8,0,1,4,2.6
2319,T8,Engineering,US3,30.3,0,1,4,2.5
2322,T7,Engineering,US3,30.1,0,0,3,2.1
2325,T6,Product,US1,31.3,0,1,4,2.6
2330,T8,S&O,US1,27.4,0,1,3,1.7
2333,I7,Sales,US1,31.1,0,1,3,4.6
2335,T7,Product,US1,29.4,0,1,3,2.1
2336,I6,S&O,US2,31.5,0,1,3,1.9
2338,I6,Engineering,US2,34.0,0,1,3,1.4
2339,T6,S&O,US2,28.3,0,0,3,2.1
2341,T6,S&O,US1,27.6,0,0,3,2.0
2343,I4,Product,US2,32.0,0,0,3,2.0
2347,I7,CXI,US1,31.0,0,0,3,4.5
2348,T8,S&O,US1,30.1,0,1,4,1.9
2352,I4,Engineering,US1,29.2,0,1,4,2.6
2355,T7,G&A,US1,33.0,0,0,3,1.8
2357,I4,CXI,US1,34.5,0,0,3,1.9
2358,I4,Product,US3,33.2,0,0,3,1.9
2359,I4,S&O,US3,31.9,0,1,3,2.6
2362,T8,G&A,US1,28.7,0,1,4,3.5
2364,I7,CXI,US1,31.8,1,1,4,3.6
2365,I5,Engineering,US1,27.3,0,1,3,1.8
2366,I5,Product,US4,33.3,0,0,4,2.5
2367,I4,CXI,US1,28.3,0,1,3,2.0
2370,I7,G&A,US1,30.2,0,0,3,1.5
2371,T6,G&A,US1,32.0,0,0,3,1.8
2372,I6,Engineering,US3,32.2,0,1,5,1.9
2375,I7,S&O,US2,29.5,0,0,4,3.6
2377,I6,Engineering,US2,27.6,0,1,4,1.0
2379,I6,Product,US3,29.0,0,1,4,3.6
2380,T9,G&A,US2,33.7,0,0,4,1.6
2381,I5,G&A,US1,32.1,0,0,4,1.5
2382,I7,G&A,US1,28.4,0,0,4,2.6
2384,T6,S&O,US1,33.8,0,1,3,2.6
2385,T6,Product,US2,33.7,0,0,4,3.5
2387,T8,Sales,US3,32.1,0,0,3,2.0
2391,T7,Product,US3,34.7,0,1,4,1.2
2393,T7,Product,US1,27.6,0,1,3,1.8
2396,I4,Engineering,US1,27.5,0,0,3,1.8
2398,I5,Product,US3,27.7,0,0,3,1.8
2399,I4,Sales,US2,30.4,0,1,3,1.6
2400,I7,Sales,US3,29.6,0,1,4,4.6
2403,I5,Product,US1,33.2,1,0,3,2.0
2404,I7,Engineering,US2,28.8,0,1,3,1.4
2405,T8,Engineering,US2,27.7,0,1,4,2.5
2407,I6,S&O,US2,27.4,0,0,3,4.6
2408,I7,Engineering,US3,27.8,0,1,3,2.1
2409,T8,G&A,US4,31.2,0,1,3,3.6
2410,T6,CXI,US2,28.5,0,1,4,1.1
2412,I4,G&A,US1,34.8,1,0,3,2.6
2413,T8,Engineering,US1,34.1,0,1,3,2.0
2416,I5,G&A,US1,30.6,0,0,3,2.0
2417,I7,Sales,US1,31.3,0,0,4,2.5
2418,I5,CXI,US2,33.9,0,0,3,2.1
2422,I6,CXI,US1,31.4,0,0,4,3.6
2426,T6,CXI,US2,30.4,0,0,3,2.1
2427,I4,Sales,US4,30.0,0,1,3,2.6
2429,I6,S&O,US1,33.2,1,0,3,4.5
2433,I6,S&O,US2,29.8,0,0,3,3.6
2434,I7,Sales,US3,29.2,0,0,3,2.6
2435,I4,Engineering,US2,29.0,0,1,4,1.3
2436,I5,Sales,US1,32.5,0,1,4,2.5
2437,T8,CXI,US1,32.0,0,1,4,2.5
2438,T6,Sales,US3,32.7,0,0,3,2.6
2440,I6,CXI,US4,29.9,0,1,4,2.6
2443,T6,Sales,US3,29.7,0,0,3,1.1
2444,I4,Engineering,US1,32.1,0,1,3,1.7
2447,I5,Product,US1,30.4,0,1,3,3.6
2449,T9,G&A,US1,28.7,0,1,3,2.1
2451,T6,CXI,US1,28.7,0,0,4,1.1
2453,I6,G&A,US4,31.0,0,0,3,2.0
2456,I6,Engineering,US1,29.5,0,1,3,2.1
2458,I6,CXI,US3,33.0,0,0,3,2.6
2463,I4,Sales,US1,28.0,0,1,4,3.5
2465,I4,Engineering,US2,32.5,0,1,4,2.6
2467,I4,Sales,US2,29.8,0,0,5,2.6
2468,I4,S&O,US1,34.5,0,0,3,2.1
2470,I5,Sales,US1,32.3,0,1,5,2.0
2471,T9,Engineering,US1,31.8,0,1,3,2.5
2473,I4,Product,US3,29.6,0,1,4,2.5
2477,T7,Product,US1,27.1,0,1,5,2.5
2480,I4,Engineering,US4,31.7,0,0,3,2.1
2482,T7,S&O,US2,29.8,0,1,3,2.5
2484,I6,Engineering,US3,31.1,0,0,3,1.5
2486,T7,Sales,US4,27.1,0,0,3,2.1
2487,I5,CXI,US2,34.2,0,0,3,2.0
2496,I6,S&O,US2,32.4,1,1,3,2.0
2497,I6,Engineering,US2,29.9,0,1,3,1.3
2500,T7,CXI,US3,28.3,0,1,3,1.6
2501,I4,Product,US1,31.1,0,0,3,2.0
2503,I4,S&O,US2,30.4,0,0,3,2.1
2506,I5,S&O,US2,32.6,0,0,5,2.5
2507,I6,Product,US1,32.1,0,1,3,3.5
2509,T8,Engineering,US4,32.6,0,1,3,2.1
2510,T6,G&A,US2,27.1,0,0,5,2.5
2515,I4,Product,US1,34.2,0,1,3,2.1
2519,T8,Engineering,US1,33.0,0,1,3,1.2
2520,I4,Engineering,US4,30.5,0,1,3,4.5
2521,T6,Engineering,US1,33.8,0,1,4,2.5
2522,I5,Sales,US1,34.2,0,0,4,2.5
2523,I4,Engineering,US1,32.3,0,1,5,2.5
2524,I4,S&O,US3,32.0,0,0,3,1.6
2526,I5,Sales,US3,29.1,0,1,3,2.1
2527,T7,Engineering,US3,31.1,1,1,3,2.6
2530,I5,CXI,US3,32.0,0,0,4,3.5
2532,I5,Engineering,US4,33.1,0,1,4,4.6
2533,I4,Engineering,US4,27.5,0,1,4,2.5
2534,I4,S&O,US1,30.1,0,0,4,1.6
2536,I6,CXI,US3,32.1,0,1,4,3.5
2538,I6,CXI,US4,32.9,0,1,4,1.7
2539,I4,CXI,US2,34.9,0,0,3,2.1
2540,T8,Engineering,US2,27.1,0,1,4,3.5
2541,T6,CXI,US1,31.5,0,1,4,1.9
2542,I5,G&A,US1,27.8,0,0,3,1.3
2544,I7,S&O,US1,31.8,0,0,3,2.1
2546,I7,Engineering,US1,27.4,0,1,5,2.6
2549,T8,Product,US3,33.6,0,1,4,1.5
2551,I6,Engineering,US1,27.5,0,0,3,1.9
2552,I4,CXI,US1,28.4,0,0,3,2.6
2553,I7,CXI,US1,33.6,0,1,3,1.7
2556,T6,G&A,US1,30.7,0,0,5,1.2
2560,T7,S&O,US2,27.1,0,1,4,2.6
2562,I4,CXI,US3,30.4,0,0,3,4.5
2563,T8,S&O,US3,29.0,0,1,4,2.5
2564,I6,S&O,US3,33.4,0,1,3,2.6
2565,I5,Product,US3,33.4,0,0,3,2.0
2566,I7,CXI,US1,28.7,0,0,4,3.6
2567,T6,Engineering,US3,30.0,0,1,4,1.2
2569,I5,G&A,US1,30.6,0,0,3,2.6
2570,T7,G&A,US1,30.2,0,0,5,1.6
2572,I5,CXI,US1,32.6,0,0,3,2.5
2574,I7,S&O,US3,30.2,0,0,3,2.0
2577,I6,Engineering,US1,28.3,0,1,4,2.5
2579,T6,CXI,US1,28.0,0,0,3,2.6
2581,I4,Sales,US2,29.5,1,1,3,2.6
2582,T7,Sales,US3,31.2,0,1,3,2.1
2586,I5,S&O,US2,32.2,1,0,3,3.5
2587,I4,Product,US2,31.6,0,1,3,4.5
2590,T6,G&A,US4,31.4,0,0,4,1.6
2591,I4,CXI,US1,33.6,0,0,3,2.0
2594,I4,Sales,US3,31.4,0,0,4,3.5
2595,I5,Engineering,US2,28.1,0,1,3,2.6
2597,T7,Sales,US2,28.8,0,0,4,3.5
2599,T7,CXI,US2,32.5,0,1,4,2.5
2601,T7,Sales,US1,29.8,0,0,5,2.5
2603,I6,Sales,US2,30.4,0,0,5,2.6
2605,T8,Engineering,US3,33.0,0,1,4,2.5
2608,I6,S&O,US2,32.5,0,0,4,2.6
2610,I6,Sales,US1,28.6,0,1,3,3.5
2611,I5,Sales,US1,33.3,0,0,3,2.5
2612,I6,S&O,US1,33.8,0,0,3,1.6
2614,I5,CXI,US1,27.0,0,0,4,2.5
2616,I5,Product,US3,34.6,0,1,3,4.5
2617,I5,Product,US2,27.8,0,0,5,2.1
2618,T6,Product,US2,34.5,0,1,3,2.0
2619,I7,G&A,US1,34.7,0,0,3,2.1
2622,I4,G&A,US1,34.7,0,0,4,2.5
2623,I6,Engineering,US3,28.1,0,1,5,2.5
2624,I5,Product,US1,31.3,0,1,3,4.5
2627,I4,Engineering,US4,28.4,0,1,3,1.7
2629,I7,G&A,US3,33.9,0,1,3,2.5
2630,I5,S&O,US1,27.8,0,1,3,3.6
2632,T6,S&O,US2,32.3,0,0,3,1.5
2634,I5,Sales,US1,33.0,0,1,4,2.6
2635,I6,Sales,US3,31.6,0,0,3,2.0
2637,I5,Engineering,US1,29.1,0,1,4,1.3
2639,I6,S&O,US1,27.9,0,1,3,3.6
2643,T7,CXI,US4,27.7,0,0,3,1.3
2644,T8,Product,US3,30.8,0,1,5,2.5
2645,T8,CXI,US4,27.2,0,1,4,2.5
2646,T8,Sales,US2,30.7,0,0,3,3.6
2648,I7,S&O,US2,30.9,0,1,3,2.1
2649,I5,Engineering,US3,33.1,1,1,4,2.6
2651,I7,S&O,US1,34.6,0,1,3,1.7
2652,I4,Sales,US3,29.5,0,0,4,1.8
2653,I4,Product,US3,30.7,0,0,3,2.1
2656,I7,Sales,US1,33.2,0,0,3,2.1
2657,I7,S&O,US2,34.0,0,0,3,3.5
2658,T6,Engineering,US2,30.9,0,1,4,3.5
2659,T6,CXI,US4,29.0,0,0,4,2.5
2661,T8,Product,US1,29.3,0,1,3,2.1
2662,T7,Engineering,US3,33.1,0,1,3,1.1
2663,T7,Sales,US2,31.3,0,1,3,1.3
2664,T8,CXI,US2,27.5,0,0,4,2.6
2665,I6,Engineering,US2,27.7,0,1,4,2.6
2666,I5,S&O,US2,34.7,0,1,3,2.5
2668,I6,S&O,US1,29.8,0,0,3,1.2
2669,I6,S&O,US2,30.3,0,1,5,1.2
2671,I6,Engineering,US2,28.2,0,1,5,1.4
2672,T6,Engineering,US2,32.7,0,1,3,2.1
2677,I7,Sales,US1,31.6,0,1,3,2.0
2679,T7,S&O,US2,28.1,0,0,5,1.6
2680,T6,CXI,US1,27.9,0,0,4,1.8
2682,T8,Sales,US2,31.4,0,0,3,2.6
2683,I4,S&O,US2,34.3,0,0,3,2.0
2684,T8,S&O,US3,27.2,0,0,3,1.0
2686,I5,Product,US4,27.4,0,1,4,3.6
2687,T6,G&A,US4,31.3,0,0,5,1.6
2688,I4,Product,US2,34.0,0,1,3,2.6
2689,I5,Sales,US3,31.6,0,0,3,2.1
2690,I4,Engineering,US1,29.4,0,1,3,2.6
2691,I6,Engineering,US1,34.7,0,1,3,3.6
2693,T9,S&O,US1,29.1,0,1,3,2.5
2695,I4,G&A,US1,28.3,1,0,5,2.6
2697,I6,Sales,US1,30.3,1,1,3,2.5
2698,I6,G&A,US1,29.3,0,0,3,2.6
2699,T7,CXI,US2,33.9,0,0,4,1.8
2700,T6,Sales,US3,34.7,0,1,3,2.0
2704,T7,Engineering,US1,27.8,0,1,5,2.6
2705,T6,Sales,US3,27.0,0,1,3,2.0
2711,I5,S&O,US3,33.8,1,0,4,2.0
2712,T7,Sales,US1,34.7,1,0,5,4.6
2713,T6,CXI,US2,29.4,0,0,5,2.6
2714,I4,G&A,US1,29.3,0,0,4,1.8
2716,T9,S&O,US4,32.3,0,1,3,1.4
2722,I5,S&O,US1,30.6,0,1,4,4.6
2723,I7,Sales,US1,32.3,0,1,3,1.6
2724,I6,Product,US1,31.1,0,0,3,1.6
2725,I4,G&A,US3,29.9,0,0,3,1.9
2726,I7,S&O,US1,29.4,0,1,3,2.0
2728,T7,G&A,US1,33.6,0,0,5,2.5
2729,T9,CXI,US2,28.4,1,0,5,2.5
2731,T6,Sales,US3,27.3,0,1,3,2.1
2734,I5,G&A,US1,33.4,0,0,3,2.1
2735,T6,Engineering,US3,31.5,0,1,4,3.6
2738,I4,Product,US4,31.4,0,1,4,2.6
2740,I6,Sales,US1,27.4,0,1,3,1.8
2742,I7,G&A,US1,27.7,1,0,3,2.6
2745,I6,G&A,US1,30.8,0,0,3,1.4
2747,I4,Product,US2,34.8,0,1,3,1.5
2748,I4,CXI,US1,34.4,0,0,4,4.5
2749,I4,Engineering,US4,27.9,0,1,5,2.6
2750,I4,S&O,US3,29.6,0,0,3,2.1
2752,T7,Engineering,US1,29.8,0,1,3,2.0
2763,I5,CXI,US3,28.1,0,0,4,1.5
2764,I4,CXI,US2,34.2,0,0,3,2.6
2765,I6,Engineering,US2,32.8,0,1,5,2.0
2767,T6,Engineering,US1,33.7,0,1,4,2.5
2769,I5,S&O,US3,27.5,0,1,3,2.6
2770,I4,Engineering,US1,28.8,0,1,3,1.6
2774,I6,CXI,US2,29.1,0,0,4,2.5
2777,T6,Engineering,US3,30.3,0,1,5,2.1
2778,I4,CXI,US3,32.4,0,0,3,2.0
2779,I6,Engineering,US2,34.8,0,1,4,1.2
2781,I4,Sales,US2,27.4,0,0,3,1.3
2782,T6,Product,US1,27.6,0,1,4,2.6
2783,I5,Product,US3,34.6,0,0,4,4.5
2784,T6,Engineering,US2,31.4,0,0,3,1.1
2788,I4,CXI,US1,29.9,0,0,3,2.0
2789,I4,S&O,US2,34.7,1,0,3,2.1
2791,I7,S&O,US2,29.9,0,0,3,2.6
2792,T7,Product,US4,29.1,0,1,4,3.5
2793,I7,Sales,US3,32.9,0,1,3,2.5
2794,I6,Engineering,US2,31.3,0,1,3,2.0
2796,T6,S&O,US4,30.9,1,1,4,2.1
2798,T8,Engineering,US2,29.8,0,0,5,2.6
2799,I7,Product,US3,28.6,0,0,3,2.1
2800,I7,Engineering,US4,33.4,0,1,4,2.1
2801,I4,Engineering,US2,32.1,0,1,3,1.9
2802,T6,G&A,US4,29.7,0,1,3,2.1
2803,I6,CXI,US4,29.7,0,0,3,2.5
2807,T7,Engineering,US1,28.2,0,1,3,2.0
2808,I7,Sales,US2,32.4,0,0,3,1.8
2809,I7,CXI,US2,33.6,0,0,4,1.9
2810,T7,S&O,US1,33.3,0,1,3,1.2
2812,I5,Engineering,US3,34.6,0,0,4,1.6
2816,I5,Engineering,US3,29.3,0,1,4,2.6
2817,I4,CXI,US1,31.2,0,1,3,2.1
2818,T6,Engineering,US2,33.6,0,0,3,4.6
2819,T6,Sales,US1,28.1,0,1,3,1.7
2820,T7,G&A,US2,33.0,0,0,3,2.0
2822,T6,Engineering,US2,34.9,0,1,3,3.5
2824,T7,Engineering,US1,32.1,0,1,3,2.1
2826,T6,CXI,US2,28.4,0,0,3,3.5
2827,I6,G&A,US2,27.7,0,0,3,2.0
2830,T6,S&O,US2,27.9,0,1,4,1.7
2832,T9,Engineering,US1,34.2,0,1,5,3.5
2833,I6,Engineering,US1,29.5,0,0,5,2.0
2834,I5,S&O,US1,31.2,0,0,4,1.8
2837,T7,Engineering,US1,30.9,0,1,4,1.1
2838,I6,CXI,US2,33.6,0,1,4,1.4
2840,T6,Sales,US3,31.6,0,0,3,2.1
2842,T7,Product,US1,34.4,0,0,4,1.5
2843,I5,Sales,US2,27.1,0,0,3,1.1
2844,I4,S&O,US2,28.4,0,0,3,1.8
2845,I5,S&O,US2,33.3,0,0,3,2.6
2848,I6,Engineering,US2,35.0,0,1,3,2.1
2849,I4,S&O,US1,28.1,1,1,3,2.5
2852,I6,S&O,US2,33.8,0,0,4,2.6
2853,I6,CXI,US2,28.0,0,0,5,4.6
2856,I7,G&A,US1,29.6,0,0,4,2.5
2857,I4,Engineering,US1,29.2,0,1,5,4.5
2858,I4,Engineering,US4,27.6,0,1,4,2.6
2863,I4,CXI,US2,28.5,0,0,3,2.1
2864,I4,CXI,US1,30.7,0,0,3,2.6
2867,T7,Engineering,US1,31.5,0,1,3,4.6
2869,I4,CXI,US3,34.7,0,0,5,1.1
2872,T7,Engineering,US3,28.6,0,1,3,2.5
2873,T6,Engineering,US3,28.5,0,1,3,2.1
2875,T9,G&A,US1,28.5,0,0,4,3.6
2878,I4,S&O,US1,27.6,0,0,3,4.5
2881,T7,CXI,US2,33.9,0,0,3,2.6
2883,I4,Engineering,US1,31.2,0,1,4,2.5
2884,I5,G&A,US1,30.0,0,0,4,2.5
2885,T9,Sales,US2,29.4,1,1,5,3.5
2886,I5,S&O,US2,29.5,0,0,3,1.4
2887,I5,Engineering,US3,33.2,0,1,3,2.0
2890,I6,S&O,US3,32.3,0,1,3,2.0
2894,I5,S&O,US1,29.7,0,1,5,4.6
2896,I7,Product,US1,28.6,0,0,3,1.9
2899,I6,G&A,US3,30.0,0,1,3,1.2
2900,I6,Sales,US2,29.6,0,1,4,3.5
2901,I7,CXI,US3,28.7,0,0,4,1.3
2902,I4,S&O,US2,27.2,0,1,5,2.1
2903,I4,Engineering,US4,30.4,0,1,4,1.5
2909,I4,G&A,US2,33.4,0,0,3,2.1
2910,T6,Engineering,US1,28.4,0,1,4,1.6
2913,I7,Engineering,US1,30.2,1,1,3,3.5
2919,I7,Engineering,US1,31.5,1,1,4,2.6
2920,I7,Sales,US3,30.5,0,0,5,1.2
2923,T8,Engineering,US4,32.8,0,1,5,1.6
2924,I6,Engineering,US1,30.7,0,1,3,1.8
2925,I5,Sales,US4,28.1,0,0,5,2.5
2926,I6,Engineering,US2,29.5,0,1,5,2.5
2927,I7,CXI,US3,27.4,1,0,4,2.0
2930,I6,Sales,US2,29.5,0,0,3,3.6
2937,T7,G&A,US1,29.0,0,0,3,1.2
2938,T8,Product,US2,29.7,0,1,3,2.6
2939,I4,Sales,US3,32.8,0,0,3,2.1
2940,I6,G&A,US3,29.5,0,0,3,2.1
2941,I5,Engineering,US2,27.6,0,1,4,1.1
2943,T7,Sales,US1,31.1,0,1,3,2.6
2945,I5,S&O,US1,30.7,0,1,5,2.5
2946,T7,Engineering,US1,28.5,0,1,3,2.1
2949,T8,Sales,US3,27.9,0,1,3,2.6
2950,T7,Sales,US1,35.0,0,0,3,2.1
2953,I4,CXI,US2,27.1,0,0,5,4.6
2955,I7,Engineering,US2,27.3,0,1,5,2.6
2956,T8,CXI,US1,29.9,0,0,3,2.6
2959,I7,G&A,US1,28.7,0,0,3,2.1
2963,I7,G&A,US1,29.2,1,0,4,2.0
2965,I5,G&A,US3,31.9,0,0,3,2.0
2968,I4,G&A,US1,34.1,0,0,3,4.5
2970,I5,Engineering,US1,27.6,1,1,3,2.6
2971,I6,CXI,US3,32.3,0,0,3,2.0
2972,T8,Engineering,US1,34.8,0,1,4,2.6
2974,I7,G&A,US2,28.7,0,1,4,4.5
2976,T8,Engineering,US2,27.8,0,1,3,2.5
2979,I6,G&A,US1,33.8,0,0,5,2.6
2981,T6,Product,US1,29.2,1,0,3,2.1
2982,I5,G&A,US3,32.7,0,0,4,2.1
2983,T6,S&O,US1,29.6,1,0,3,2.6
2984,T6,Engineering,US2,33.5,0,1,4,2.5
2986,I7,Product,US1,28.1,0,1,4,2.1
2987,I6,G&A,US1,28.3,0,1,3,1.4
2988,I4,S&O,US4,29.1,0,1,4,2.5
2989,I5,Engineering,US1,30.8,0,1,4,1.0
2990,T6,G&A,US1,28.5,0,1,4,2.5
2991,I5,Engineering,US1,30.3,0,1,4,2.5
2992,I4,Engineering,US1,29.6,0,1,4,1.7
