employee_id,job_level,job_function,region,age,is_promo,job_role,job_rank,is_men,perf_rank,tenure
2000,I5,S&O,US2,28.7,0,I,5,0,5,3.0
2002,T7,Sales,US2,31.1,0,T,7,0,3,2.1
2006,I6,G&A,US2,34.4,0,I,6,0,3,2.1
2007,I6,Sales,US3,33.4,0,I,6,1,3,1.2
2009,T6,S&O,US2,32.7,0,T,6,1,3,1.5
2012,I6,G&A,US1,29.6,0,I,6,1,3,2.0
2014,T7,CXI,US3,32.3,0,T,7,0,4,2.0
2016,T9,S&O,US2,29.5,0,T,9,1,3,1.6
2017,T7,Product,US2,33.6,0,T,7,0,3,2.0
2018,T7,Sales,US1,34.0,0,T,7,1,4,2.0
2020,I4,CXI,US4,33.3,0,I,4,0,5,2.1
2025,T6,S&O,US3,27.1,0,T,6,1,4,2.0
2026,I4,CXI,US3,33.0,0,I,4,0,4,1.3
2027,I6,G&A,US2,30.3,0,I,6,1,3,1.5
2028,T8,CXI,US1,30.5,0,T,8,0,5,2.1
2031,I6,Product,US1,29.6,0,I,6,1,3,1.6
2032,I5,Engineering,US1,34.2,0,I,5,1,4,1.2
2034,I6,Engineering,US3,31.3,0,I,6,1,4,1.6
2036,T6,Engineering,US1,31.7,0,T,6,1,3,2.1
2037,T9,Engineering,US1,33.0,0,T,9,1,4,2.1
2041,T7,CXI,US1,27.3,0,T,7,1,3,2.1
2043,I6,Engineering,US1,35.0,0,I,6,1,3,2.1
2044,I5,Engineering,US4,32.9,0,I,5,1,3,1.6
2047,T6,S&O,US2,28.2,0,T,6,1,3,1.6
2048,T6,CXI,US1,28.9,0,T,6,0,3,1.6
2051,T8,Engineering,US2,27.4,1,T,8,1,3,2.0
2053,T6,S&O,US1,29.9,0,T,6,1,4,2.1
2055,I4,S&O,US4,31.0,0,I,4,0,3,1.1
2058,I7,Engineering,US2,32.1,0,I,7,1,4,1.0
2059,I5,G&A,US2,29.5,0,I,5,1,3,1.5
2064,I6,Sales,US1,33.2,0,I,6,0,3,2.1
2066,I6,Engineering,US3,33.7,0,I,6,1,3,1.3
2070,I7,Engineering,US2,30.8,0,I,7,1,4,2.1
2074,T8,Product,US3,31.4,0,T,8,1,3,2.0
2076,I5,S&O,US1,33.1,0,I,5,0,3,1.5
2077,I6,G&A,US2,30.3,0,I,6,0,3,1.5
2078,T7,Sales,US2,33.9,0,T,7,0,3,1.6
2079,T8,G&A,US2,33.9,0,T,8,1,3,1.3
2081,T7,Sales,US2,32.5,0,T,7,1,3,1.5
2083,I6,G&A,US1,31.7,0,I,6,0,3,1.3
2090,I7,Engineering,US1,31.4,0,I,7,1,3,2.1
2093,I4,S&O,US1,30.1,0,I,4,0,3,1.0
2094,I4,Engineering,US1,31.0,0,I,4,1,4,2.0
2095,T9,Sales,US2,31.2,0,T,9,1,4,2.0
2098,I4,Sales,US2,30.8,0,I,4,1,3,1.1
2100,T7,G&A,US3,30.7,0,T,7,0,3,2.1
2101,I4,Sales,US4,34.9,0,I,4,0,4,3.0
2102,T6,Engineering,US1,27.4,0,T,6,1,3,1.5
2103,T8,Sales,US2,34.6,0,T,8,0,3,2.1
2104,I6,Product,US3,28.2,0,I,6,1,3,2.0
2106,I6,S&O,US2,34.2,0,I,6,0,3,1.5
2107,I6,Engineering,US3,31.0,0,I,6,1,4,2.1
2113,T8,Sales,US2,34.0,0,T,8,0,4,1.2
2114,T8,S&O,US3,31.7,0,T,8,1,3,1.1
2115,I6,Product,US1,29.9,0,I,6,1,3,2.0
2116,I5,CXI,US1,29.6,0,I,5,0,3,1.5
2119,I6,G&A,US3,27.7,0,I,6,0,4,2.0
2121,T8,G&A,US3,33.3,0,T,8,0,4,4.1
2123,I6,Sales,US4,30.4,0,I,6,1,3,3.1
2130,I5,Sales,US1,28.8,0,I,5,0,3,1.5
2134,I4,S&O,US1,31.7,0,I,4,0,5,2.1
2135,T6,Sales,US2,30.3,0,T,6,0,3,3.0
2136,T8,Engineering,US1,31.1,1,T,8,1,3,1.6
2138,I7,Product,US1,33.4,0,I,7,0,5,1.5
2139,I7,S&O,US2,29.4,0,I,7,0,3,1.6
2146,I4,G&A,US1,28.3,0,I,4,0,4,2.1
2147,T7,S&O,US1,29.2,0,T,7,0,3,1.0
2150,T7,CXI,US1,27.3,1,T,7,0,3,1.6
2151,I7,G&A,US1,34.8,0,I,7,0,4,2.1
2156,T6,G&A,US1,33.8,0,T,6,0,3,1.1
2158,I5,S&O,US1,34.1,0,I,5,1,3,3.0
2163,I6,CXI,US2,31.0,0,I,6,0,3,1.6
2165,I4,Engineering,US2,27.0,0,I,4,0,4,2.1
2166,I4,Engineering,US2,29.6,1,I,4,1,4,2.1
2171,T7,Sales,US2,28.9,0,T,7,0,4,2.0
2172,I5,Engineering,US3,31.1,0,I,5,0,4,2.0
2176,T6,Engineering,US1,34.1,0,T,6,1,3,2.1
2177,I4,G&A,US2,27.3,0,I,4,0,3,2.1
2180,T8,Engineering,US2,34.3,0,T,8,1,3,1.3
2181,I4,CXI,US1,34.0,0,I,4,1,3,2.1
2183,I4,S&O,US1,32.0,0,I,4,0,3,1.6
2188,T7,Sales,US2,27.4,0,T,7,0,4,2.1
2190,I5,Engineering,US2,34.8,1,I,5,1,3,1.5
2196,I4,Engineering,US1,29.3,0,I,4,1,5,2.0
2198,T6,Engineering,US2,30.5,0,T,6,0,4,2.0
2200,I5,Product,US2,31.4,0,I,5,1,5,3.1
2203,T6,CXI,US1,30.5,0,T,6,0,3,2.1
2204,I4,Engineering,US3,31.3,0,I,4,1,4,1.1
2205,I4,Engineering,US2,35.0,0,I,4,1,3,2.1
2208,T6,S&O,US1,32.5,1,T,6,1,4,3.1
2209,I7,Sales,US1,28.2,0,I,7,1,3,1.6
2211,T6,G&A,US1,29.6,0,T,6,0,3,1.5
2214,T6,CXI,US3,34.7,0,T,6,1,3,1.3
2216,T9,Product,US1,30.2,0,T,9,1,3,2.0
2217,I5,Product,US3,27.8,0,I,5,1,3,1.6
2220,I5,G&A,US1,34.5,0,I,5,0,5,1.1
2222,I5,Engineering,US1,33.2,0,I,5,1,3,1.2
2224,I7,Sales,US2,32.4,0,I,7,1,5,3.1
2226,I7,Product,US2,29.8,0,I,7,1,4,4.1
2227,T8,G&A,US2,30.9,0,T,8,0,4,1.0
2228,I4,S&O,US1,28.1,0,I,4,0,3,1.4
2231,T8,Product,US1,30.5,0,T,8,1,3,1.6
2232,I5,Product,US1,30.4,0,I,5,0,4,1.2
2234,I4,Product,US2,28.2,0,I,4,1,3,1.5
2237,I5,Engineering,US4,32.4,0,I,5,1,4,2.0
2238,T6,Engineering,US3,32.7,0,T,6,1,4,1.2
2242,T8,Sales,US2,33.5,1,T,8,1,4,2.1
2248,I4,Engineering,US4,28.9,0,I,4,0,3,2.0
2250,I5,Sales,US2,33.8,0,I,5,1,4,2.0
2251,I5,G&A,US1,32.4,1,I,5,0,5,3.0
2252,I6,Engineering,US1,31.3,1,I,6,1,3,1.5
2253,I5,CXI,US2,32.8,0,I,5,0,4,3.0
2254,I6,G&A,US2,30.1,1,I,6,0,4,2.1
2259,T8,G&A,US1,30.4,0,T,8,1,3,1.6
2261,I5,G&A,US1,27.5,0,I,5,0,5,3.0
2262,I4,S&O,US1,27.2,0,I,4,0,5,3.0
2263,T6,S&O,US2,32.0,0,T,6,1,3,2.1
2265,I5,CXI,US2,31.6,0,I,5,0,3,4.1
2267,T6,Sales,US3,30.1,1,T,6,0,4,3.1
2268,I4,Sales,US1,30.1,0,I,4,0,3,1.6
2270,T7,CXI,US2,33.4,0,T,7,0,3,4.1
2272,T6,Engineering,US2,33.7,0,T,6,1,3,1.5
2276,T7,CXI,US2,33.8,0,T,7,0,4,2.0
2278,I5,Engineering,US3,28.6,0,I,5,0,4,2.1
2279,T6,CXI,US1,33.6,0,T,6,1,3,1.4
2280,I6,Engineering,US1,33.8,0,I,6,1,4,2.1
2282,I6,CXI,US1,27.1,1,I,6,0,4,2.1
2283,T8,Engineering,US1,30.0,1,T,8,1,4,3.0
2286,I7,S&O,US2,31.3,0,I,7,1,3,2.0
2287,I5,S&O,US3,28.3,0,I,5,0,5,2.1
2297,I5,S&O,US2,27.5,0,I,5,1,3,2.1
2300,T6,Engineering,US3,32.5,1,T,6,1,4,3.0
2303,I4,CXI,US3,34.4,0,I,4,0,3,2.0
2304,T6,Engineering,US3,30.9,0,T,6,1,4,4.1
2308,T8,S&O,US3,34.5,0,T,8,1,3,1.6
2309,T6,Engineering,US4,32.3,0,T,6,1,3,2.0
2311,I4,Sales,US1,32.9,0,I,4,1,3,1.5
2316,T8,Product,US1,32.4,0,T,8,0,3,1.4
2318,I6,Engineering,US1,28.8,0,I,6,1,4,2.1
2319,T8,Engineering,US3,30.3,0,T,8,1,4,2.0
2322,T7,Engineering,US3,30.1,0,T,7,0,3,1.6
2325,T6,Product,US1,31.3,0,T,6,1,4,2.1
2330,T8,S&O,US1,27.4,0,T,8,1,3,1.2
2333,I7,Sales,US1,31.1,0,I,7,1,3,4.1
2335,T7,Product,US1,29.4,0,T,7,1,3,1.6
2336,I6,S&O,US2,31.5,0,I,6,1,3,1.4
2339,T6,S&O,US2,28.3,0,T,6,0,3,1.6
2341,T6,S&O,US1,27.6,0,T,6,0,3,1.5
2343,I4,Product,US2,32.0,0,I,4,0,3,1.5
2347,I7,CXI,US1,31.0,0,I,7,0,3,4.0
2348,T8,S&O,US1,30.1,0,T,8,1,4,1.3
2352,I4,Engineering,US1,29.2,0,I,4,1,4,2.1
2355,T7,G&A,US1,33.0,0,T,7,0,3,1.3
2357,I4,CXI,US1,34.5,0,I,4,0,3,1.4
2358,I4,Product,US3,33.2,0,I,4,0,3,1.4
2359,I4,S&O,US3,31.9,0,I,4,1,3,2.1
2362,T8,G&A,US1,28.7,0,T,8,1,4,3.0
2364,I7,CXI,US1,31.8,1,I,7,1,4,3.0
2365,I5,Engineering,US1,27.3,0,I,5,1,3,1.3
2366,I5,Product,US4,33.3,0,I,5,0,4,2.0
2367,I4,CXI,US1,28.3,0,I,4,1,3,1.5
2370,I7,G&A,US1,30.2,0,I,7,0,3,1.0
2371,T6,G&A,US1,32.0,0,T,6,0,3,1.3
2372,I6,Engineering,US3,32.2,0,I,6,1,5,1.3
2375,I7,S&O,US2,29.5,0,I,7,0,4,3.1
2379,I6,Product,US3,29.0,0,I,6,1,4,3.1
2380,T9,G&A,US2,33.7,0,T,9,0,4,1.1
2381,I5,G&A,US1,32.1,0,I,5,0,4,1.0
2382,I7,G&A,US1,28.4,0,I,7,0,4,2.1
2384,T6,S&O,US1,33.8,0,T,6,1,3,2.1
2385,T6,Product,US2,33.7,0,T,6,0,4,3.0
2387,T8,Sales,US3,32.1,0,T,8,0,3,1.5
2393,T7,Product,US1,27.6,0,T,7,1,3,1.3
2396,I4,Engineering,US1,27.5,0,I,4,0,3,1.3
2398,I5,Product,US3,27.7,0,I,5,0,3,1.3
2399,I4,Sales,US2,30.4,0,I,4,1,3,1.1
2400,I7,Sales,US3,29.6,0,I,7,1,4,4.1
2403,I5,Product,US1,33.2,1,I,5,0,3,1.5
2405,T8,Engineering,US2,27.7,0,T,8,1,4,2.0
2407,I6,S&O,US2,27.4,0,I,6,0,3,4.1
2408,I7,Engineering,US3,27.8,0,I,7,1,3,1.6
2409,T8,G&A,US4,31.2,0,T,8,1,3,3.0
2412,I4,G&A,US1,34.8,1,I,4,0,3,2.1
2413,T8,Engineering,US1,34.1,0,T,8,1,3,1.5
2416,I5,G&A,US1,30.6,0,I,5,0,3,1.5
2417,I7,Sales,US1,31.3,0,I,7,0,4,2.0
2418,I5,CXI,US2,33.9,0,I,5,0,3,1.5
2422,I6,CXI,US1,31.4,0,I,6,0,4,3.1
2426,T6,CXI,US2,30.4,0,T,6,0,3,1.6
2427,I4,Sales,US4,30.0,0,I,4,1,3,2.1
2429,I6,S&O,US1,33.2,1,I,6,0,3,4.0
2433,I6,S&O,US2,29.8,0,I,6,0,3,3.1
2434,I7,Sales,US3,29.2,0,I,7,0,3,2.1
2436,I5,Sales,US1,32.5,0,I,5,1,4,2.0
2437,T8,CXI,US1,32.0,0,T,8,1,4,2.0
2438,T6,Sales,US3,32.7,0,T,6,0,3,2.1
2440,I6,CXI,US4,29.9,0,I,6,1,4,2.1
2444,I4,Engineering,US1,32.1,0,I,4,1,3,1.2
2447,I5,Product,US1,30.4,0,I,5,1,3,3.0
2449,T9,G&A,US1,28.7,0,T,9,1,3,1.6
2453,I6,G&A,US4,31.0,0,I,6,0,3,1.5
2456,I6,Engineering,US1,29.5,0,I,6,1,3,1.5
2458,I6,CXI,US3,33.0,0,I,6,0,3,2.1
2463,I4,Sales,US1,28.0,0,I,4,1,4,3.0
2465,I4,Engineering,US2,32.5,0,I,4,1,4,2.1
2467,I4,Sales,US2,29.8,0,I,4,0,5,2.1
2468,I4,S&O,US1,34.5,0,I,4,0,3,1.6
2470,I5,Sales,US1,32.3,0,I,5,1,5,1.5
2471,T9,Engineering,US1,31.8,0,T,9,1,3,2.0
2473,I4,Product,US3,29.6,0,I,4,1,4,2.0
2477,T7,Product,US1,27.1,0,T,7,1,5,2.0
2480,I4,Engineering,US4,31.7,0,I,4,0,3,1.6
2482,T7,S&O,US2,29.8,0,T,7,1,3,2.0
2484,I6,Engineering,US3,31.1,0,I,6,0,3,1.0
2486,T7,Sales,US4,27.1,0,T,7,0,3,1.6
2487,I5,CXI,US2,34.2,0,I,5,0,3,1.5
2496,I6,S&O,US2,32.4,1,I,6,1,3,1.5
2500,T7,CXI,US3,28.3,0,T,7,1,3,1.1
2501,I4,Product,US1,31.1,0,I,4,0,3,1.5
2503,I4,S&O,US2,30.4,0,I,4,0,3,1.6
2506,I5,S&O,US2,32.6,0,I,5,0,5,2.0
2507,I6,Product,US1,32.1,0,I,6,1,3,3.0
2509,T8,Engineering,US4,32.6,0,T,8,1,3,1.6
2510,T6,G&A,US2,27.1,0,T,6,0,5,2.0
2515,I4,Product,US1,34.2,0,I,4,1,3,1.6
2520,I4,Engineering,US4,30.5,0,I,4,1,3,4.0
2521,T6,Engineering,US1,33.8,0,T,6,1,4,2.0
2522,I5,Sales,US1,34.2,0,I,5,0,4,2.0
2523,I4,Engineering,US1,32.3,0,I,4,1,5,2.0
2524,I4,S&O,US3,32.0,0,I,4,0,3,1.1
2526,I5,Sales,US3,29.1,0,I,5,1,3,1.6
2527,T7,Engineering,US3,31.1,1,T,7,1,3,2.1
2530,I5,CXI,US3,32.0,0,I,5,0,4,3.0
2532,I5,Engineering,US4,33.1,0,I,5,1,4,4.1
2533,I4,Engineering,US4,27.5,0,I,4,1,4,2.0
2534,I4,S&O,US1,30.1,0,I,4,0,4,1.1
2536,I6,CXI,US3,32.1,0,I,6,1,4,3.0
2538,I6,CXI,US4,32.9,0,I,6,1,4,1.2
2539,I4,CXI,US2,34.9,0,I,4,0,3,1.6
2540,T8,Engineering,US2,27.1,0,T,8,1,4,3.0
2541,T6,CXI,US1,31.5,0,T,6,1,4,1.4
2544,I7,S&O,US1,31.8,0,I,7,0,3,1.5
2546,I7,Engineering,US1,27.4,0,I,7,1,5,2.1
2549,T8,Product,US3,33.6,0,T,8,1,4,1.0
2551,I6,Engineering,US1,27.5,0,I,6,0,3,1.4
2552,I4,CXI,US1,28.4,0,I,4,0,3,2.1
2553,I7,CXI,US1,33.6,0,I,7,1,3,1.2
2560,T7,S&O,US2,27.1,0,T,7,1,4,2.1
2562,I4,CXI,US3,30.4,0,I,4,0,3,4.0
2563,T8,S&O,US3,29.0,0,T,8,1,4,2.0
2564,I6,S&O,US3,33.4,0,I,6,1,3,2.1
2565,I5,Product,US3,33.4,0,I,5,0,3,1.5
2566,I7,CXI,US1,28.7,0,I,7,0,4,3.1
2569,I5,G&A,US1,30.6,0,I,5,0,3,2.1
2570,T7,G&A,US1,30.2,0,T,7,0,5,1.1
2572,I5,CXI,US1,32.6,0,I,5,0,3,2.0
2574,I7,S&O,US3,30.2,0,I,7,0,3,1.5
2577,I6,Engineering,US1,28.3,0,I,6,1,4,2.0
2579,T6,CXI,US1,28.0,0,T,6,0,3,2.1
2581,I4,Sales,US2,29.5,1,I,4,1,3,2.1
2582,T7,Sales,US3,31.2,0,T,7,1,3,1.6
2586,I5,S&O,US2,32.2,1,I,5,0,3,3.0
2587,I4,Product,US2,31.6,0,I,4,1,3,4.0
2590,T6,G&A,US4,31.4,0,T,6,0,4,1.1
2591,I4,CXI,US1,33.6,0,I,4,0,3,1.5
2594,I4,Sales,US3,31.4,0,I,4,0,4,3.0
2595,I5,Engineering,US2,28.1,0,I,5,1,3,2.1
2597,T7,Sales,US2,28.8,0,T,7,0,4,3.0
2599,T7,CXI,US2,32.5,0,T,7,1,4,2.0
2601,T7,Sales,US1,29.8,0,T,7,0,5,2.0
2603,I6,Sales,US2,30.4,0,I,6,0,5,2.1
2605,T8,Engineering,US3,33.0,0,T,8,1,4,2.0
2608,I6,S&O,US2,32.5,0,I,6,0,4,2.1
2610,I6,Sales,US1,28.6,0,I,6,1,3,3.0
2611,I5,Sales,US1,33.3,0,I,5,0,3,2.0
2612,I6,S&O,US1,33.8,0,I,6,0,3,1.1
2614,I5,CXI,US1,27.0,0,I,5,0,4,2.0
2616,I5,Product,US3,34.6,0,I,5,1,3,4.0
2617,I5,Product,US2,27.8,0,I,5,0,5,1.6
2618,T6,Product,US2,34.5,0,T,6,1,3,1.5
2619,I7,G&A,US1,34.7,0,I,7,0,3,1.6
2622,I4,G&A,US1,34.7,0,I,4,0,4,2.0
2623,I6,Engineering,US3,28.1,0,I,6,1,5,2.0
2624,I5,Product,US1,31.3,0,I,5,1,3,4.0
2627,I4,Engineering,US4,28.4,0,I,4,1,3,1.2
2629,I7,G&A,US3,33.9,0,I,7,1,3,2.0
2630,I5,S&O,US1,27.8,0,I,5,1,3,3.1
2632,T6,S&O,US2,32.3,0,T,6,0,3,1.0
2634,I5,Sales,US1,33.0,0,I,5,1,4,2.1
2635,I6,Sales,US3,31.6,0,I,6,0,3,1.5
2639,I6,S&O,US1,27.9,0,I,6,1,3,3.1
2644,T8,Product,US3,30.8,0,T,8,1,5,2.0
2645,T8,CXI,US4,27.2,0,T,8,1,4,2.0
2646,T8,Sales,US2,30.7,0,T,8,0,3,3.1
2648,I7,S&O,US2,30.9,0,I,7,1,3,1.6
2649,I5,Engineering,US3,33.1,1,I,5,1,4,2.1
2651,I7,S&O,US1,34.6,0,I,7,1,3,1.2
2652,I4,Sales,US3,29.5,0,I,4,0,4,1.3
2653,I4,Product,US3,30.7,0,I,4,0,3,1.6
2656,I7,Sales,US1,33.2,0,I,7,0,3,1.6
2657,I7,S&O,US2,34.0,0,I,7,0,3,3.0
2658,T6,Engineering,US2,30.9,0,T,6,1,4,3.0
2659,T6,CXI,US4,29.0,0,T,6,0,4,2.0
2661,T8,Product,US1,29.3,0,T,8,1,3,1.6
2664,T8,CXI,US2,27.5,0,T,8,0,4,2.1
2665,I6,Engineering,US2,27.7,0,I,6,1,4,2.1
2666,I5,S&O,US2,34.7,0,I,5,1,3,2.0
2672,T6,Engineering,US2,32.7,0,T,6,1,3,1.6
2677,I7,Sales,US1,31.6,0,I,7,1,3,1.5
2679,T7,S&O,US2,28.1,0,T,7,0,5,1.1
2680,T6,CXI,US1,27.9,0,T,6,0,4,1.3
2682,T8,Sales,US2,31.4,0,T,8,0,3,2.1
2683,I4,S&O,US2,34.3,0,I,4,0,3,1.5
2686,I5,Product,US4,27.4,0,I,5,1,4,3.1
2687,T6,G&A,US4,31.3,0,T,6,0,5,1.1
2688,I4,Product,US2,34.0,0,I,4,1,3,2.1
2689,I5,Sales,US3,31.6,0,I,5,0,3,1.6
2690,I4,Engineering,US1,29.4,0,I,4,1,3,2.1
2691,I6,Engineering,US1,34.7,0,I,6,1,3,3.0
2693,T9,S&O,US1,29.1,0,T,9,1,3,2.0
2695,I4,G&A,US1,28.3,1,I,4,0,5,2.1
2697,I6,Sales,US1,30.3,1,I,6,1,3,2.0
2698,I6,G&A,US1,29.3,0,I,6,0,3,2.1
2699,T7,CXI,US2,33.9,0,T,7,0,4,1.3
2700,T6,Sales,US3,34.7,0,T,6,1,3,1.5
2704,T7,Engineering,US1,27.8,0,T,7,1,5,2.1
2705,T6,Sales,US3,27.0,0,T,6,1,3,1.5
2711,I5,S&O,US3,33.8,1,I,5,0,4,1.5
2712,T7,Sales,US1,34.7,1,T,7,0,5,4.1
2713,T6,CXI,US2,29.4,0,T,6,0,5,2.1
2714,I4,G&A,US1,29.3,0,I,4,0,4,1.3
2722,I5,S&O,US1,30.6,0,I,5,1,4,4.1
2723,I7,Sales,US1,32.3,0,I,7,1,3,1.1
2724,I6,Product,US1,31.1,0,I,6,0,3,1.1
2725,I4,G&A,US3,29.9,0,I,4,0,3,1.4
2726,I7,S&O,US1,29.4,0,I,7,1,3,1.5
2728,T7,G&A,US1,33.6,0,T,7,0,5,2.0
2729,T9,CXI,US2,28.4,1,T,9,0,5,2.0
2731,T6,Sales,US3,27.3,0,T,6,1,3,1.5
2734,I5,G&A,US1,33.4,0,I,5,0,3,1.6
2735,T6,Engineering,US3,31.5,0,T,6,1,4,3.1
2738,I4,Product,US4,31.4,0,I,4,1,4,2.1
2740,I6,Sales,US1,27.4,0,I,6,1,3,1.3
2742,I7,G&A,US1,27.7,1,I,7,0,3,2.1
2747,I4,Product,US2,34.8,0,I,4,1,3,1.0
2748,I4,CXI,US1,34.4,0,I,4,0,4,4.0
2749,I4,Engineering,US4,27.9,0,I,4,1,5,2.1
2750,I4,S&O,US3,29.6,0,I,4,0,3,1.5
2752,T7,Engineering,US1,29.8,0,T,7,1,3,1.5
2763,I5,CXI,US3,28.1,0,I,5,0,4,1.0
2764,I4,CXI,US2,34.2,0,I,4,0,3,2.1
2765,I6,Engineering,US2,32.8,0,I,6,1,5,1.5
2767,T6,Engineering,US1,33.7,0,T,6,1,4,2.0
2769,I5,S&O,US3,27.5,0,I,5,1,3,2.1
2770,I4,Engineering,US1,28.8,0,I,4,1,3,1.1
2774,I6,CXI,US2,29.1,0,I,6,0,4,2.0
2777,T6,Engineering,US3,30.3,0,T,6,1,5,1.6
2778,I4,CXI,US3,32.4,0,I,4,0,3,1.5
2782,T6,Product,US1,27.6,0,T,6,1,4,2.1
2783,I5,Product,US3,34.6,0,I,5,0,4,4.0
2788,I4,CXI,US1,29.9,0,I,4,0,3,1.5
2789,I4,S&O,US2,34.7,1,I,4,0,3,1.6
2791,I7,S&O,US2,29.9,0,I,7,0,3,2.1
2792,T7,Product,US4,29.1,0,T,7,1,4,3.0
2793,I7,Sales,US3,32.9,0,I,7,1,3,2.0
2794,I6,Engineering,US2,31.3,0,I,6,1,3,1.5
2796,T6,S&O,US4,30.9,1,T,6,1,4,1.5
2798,T8,Engineering,US2,29.8,0,T,8,0,5,2.1
2799,I7,Product,US3,28.6,0,I,7,0,3,1.6
2800,I7,Engineering,US4,33.4,0,I,7,1,4,1.6
2801,I4,Engineering,US2,32.1,0,I,4,1,3,1.4
2802,T6,G&A,US4,29.7,0,T,6,1,3,1.6
2803,I6,CXI,US4,29.7,0,I,6,0,3,2.0
2807,T7,Engineering,US1,28.2,0,T,7,1,3,1.5
2808,I7,Sales,US2,32.4,0,I,7,0,3,1.3
2809,I7,CXI,US2,33.6,0,I,7,0,4,1.4
2812,I5,Engineering,US3,34.6,0,I,5,0,4,1.1
2816,I5,Engineering,US3,29.3,0,I,5,1,4,2.1
2817,I4,CXI,US1,31.2,0,I,4,1,3,1.6
2818,T6,Engineering,US2,33.6,0,T,6,0,3,4.1
2819,T6,Sales,US1,28.1,0,T,6,1,3,1.2
2820,T7,G&A,US2,33.0,0,T,7,0,3,1.5
2822,T6,Engineering,US2,34.9,0,T,6,1,3,3.0
2824,T7,Engineering,US1,32.1,0,T,7,1,3,1.5
2826,T6,CXI,US2,28.4,0,T,6,0,3,3.0
2827,I6,G&A,US2,27.7,0,I,6,0,3,1.5
2830,T6,S&O,US2,27.9,0,T,6,1,4,1.2
2832,T9,Engineering,US1,34.2,0,T,9,1,5,3.0
2833,I6,Engineering,US1,29.5,0,I,6,0,5,1.5
2834,I5,S&O,US1,31.2,0,I,5,0,4,1.3
2840,T6,Sales,US3,31.6,0,T,6,0,3,1.6
2842,T7,Product,US1,34.4,0,T,7,0,4,1.0
2844,I4,S&O,US2,28.4,0,I,4,0,3,1.3
2845,I5,S&O,US2,33.3,0,I,5,0,3,2.1
2848,I6,Engineering,US2,35.0,0,I,6,1,3,1.5
2849,I4,S&O,US1,28.1,1,I,4,1,3,2.0
2852,I6,S&O,US2,33.8,0,I,6,0,4,2.1
2853,I6,CXI,US2,28.0,0,I,6,0,5,4.1
2856,I7,G&A,US1,29.6,0,I,7,0,4,2.0
2857,I4,Engineering,US1,29.2,0,I,4,1,5,4.0
2858,I4,Engineering,US4,27.6,0,I,4,1,4,2.1
2863,I4,CXI,US2,28.5,0,I,4,0,3,1.6
2864,I4,CXI,US1,30.7,0,I,4,0,3,2.1
2867,T7,Engineering,US1,31.5,0,T,7,1,3,4.1
2872,T7,Engineering,US3,28.6,0,T,7,1,3,2.0
2873,T6,Engineering,US3,28.5,0,T,6,1,3,1.6
2875,T9,G&A,US1,28.5,0,T,9,0,4,3.1
2878,I4,S&O,US1,27.6,0,I,4,0,3,4.0
2881,T7,CXI,US2,33.9,0,T,7,0,3,2.1
2883,I4,Engineering,US1,31.2,0,I,4,1,4,2.0
2884,I5,G&A,US1,30.0,0,I,5,0,4,2.0
2885,T9,Sales,US2,29.4,1,T,9,1,5,3.0
2887,I5,Engineering,US3,33.2,0,I,5,1,3,1.5
2890,I6,S&O,US3,32.3,0,I,6,1,3,1.5
2894,I5,S&O,US1,29.7,0,I,5,1,5,4.1
2896,I7,Product,US1,28.6,0,I,7,0,3,1.3
2900,I6,Sales,US2,29.6,0,I,6,1,4,3.0
2902,I4,S&O,US2,27.2,0,I,4,1,5,1.6
2903,I4,Engineering,US4,30.4,0,I,4,1,4,1.0
2909,I4,G&A,US2,33.4,0,I,4,0,3,1.6
2910,T6,Engineering,US1,28.4,0,T,6,1,4,1.1
2913,I7,Engineering,US1,30.2,1,I,7,1,3,3.0
2919,I7,Engineering,US1,31.5,1,I,7,1,4,2.1
2923,T8,Engineering,US4,32.8,0,T,8,1,5,1.1
2924,I6,Engineering,US1,30.7,0,I,6,1,3,1.3
2925,I5,Sales,US4,28.1,0,I,5,0,5,2.0
2926,I6,Engineering,US2,29.5,0,I,6,1,5,2.0
2927,I7,CXI,US3,27.4,1,I,7,0,4,1.5
2930,I6,Sales,US2,29.5,0,I,6,0,3,3.1
2938,T8,Product,US2,29.7,0,T,8,1,3,2.1
2939,I4,Sales,US3,32.8,0,I,4,0,3,1.6
2940,I6,G&A,US3,29.5,0,I,6,0,3,1.6
2943,T7,Sales,US1,31.1,0,T,7,1,3,2.1
2945,I5,S&O,US1,30.7,0,I,5,1,5,2.0
2946,T7,Engineering,US1,28.5,0,T,7,1,3,1.6
2949,T8,Sales,US3,27.9,0,T,8,1,3,2.1
2950,T7,Sales,US1,35.0,0,T,7,0,3,1.6
2953,I4,CXI,US2,27.1,0,I,4,0,5,4.1
2955,I7,Engineering,US2,27.3,0,I,7,1,5,2.1
2956,T8,CXI,US1,29.9,0,T,8,0,3,2.1
2959,I7,G&A,US1,28.7,0,I,7,0,3,1.6
2963,I7,G&A,US1,29.2,1,I,7,0,4,1.5
2965,I5,G&A,US3,31.9,0,I,5,0,3,1.5
2968,I4,G&A,US1,34.1,0,I,4,0,3,4.0
2970,I5,Engineering,US1,27.6,1,I,5,1,3,2.1
2971,I6,CXI,US3,32.3,0,I,6,0,3,1.5
2972,T8,Engineering,US1,34.8,0,T,8,1,4,2.1
2974,I7,G&A,US2,28.7,0,I,7,1,4,4.0
